product_id,ndc,label_name,generic_name,type,status,pricing_per_unit,blacklisted,source_package_size,strength,breakable,tier_units_threshold,gpi
677eb84d-c9af-4140-9df6-547501e0eaf0,63629111501,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,100,5,FALSE,NULL,61100010100310
97731929-e847-458c-ad29-76ea842e7e4b,43547045710,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
0a5e5945-a29d-4c78-81f6-e4aaac9e50d5,527252437,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
f3aa4b77-51ec-442a-bcd0-b61017d67fdd,24338002010,EVEKEO 5MG TABS,AMPHETAMINE SULFATE,Brand,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
f5bd90c4-d269-46d0-8e53-3bb876e53cab,24338002210,EVEKEO 5MG TABS,AMPHETAMINE SULFATE,Brand,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
e2e2ca2a-b082-47e9-8fd8-66b28e8b12dd,43598089701,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
eb64a744-a8b6-4f42-969c-375315d6cd2b,52536005710,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
f3609874-308d-40ae-9c83-d6c398489cbd,69238156301,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
3ef5c806-e458-4da4-85ea-a4fb0146e796,69452022720,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
4fd632a7-1aac-484b-8f86-d6a14c4333b2,70010004001,AMPHETAMINE SULFATE 5MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61100010100310
493e7d8e-0e7a-4d5d-9549-d62e428947fd,24338002603,EVEKEO 10MG TABS,AMPHETAMINE SULFATE,Brand,inactive,NULL,NULL,30,10,FALSE,NULL,61100010100320
9c92ed5e-61ec-4b4c-ab0a-960e09d5867c,63629207801,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,100,10,FALSE,NULL,61100010100320
c313d70a-32d2-413e-9520-e56a2ce306fb,52536005903,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,30,10,FALSE,NULL,61100010100320
cb6ceb1e-0dbf-47de-bfbc-39f309269fed,406122001,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,100,10,FALSE,NULL,61100010100320
03f2a13f-3519-4415-80d4-1228ea8a4515,57664007588,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,100,10,FALSE,NULL,61100010100320
8993a25d-f878-466e-a4df-7402a3e1b9f5,63629111401,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,inactive,NULL,NULL,100,10,FALSE,NULL,61100010100320
317e3ebb-f63b-4dc0-a9a7-885483bec5f6,43598089801,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
e533edd9-b226-4be1-a296-266acf29e218,527252537,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
e55cfc13-d988-4412-a55c-332bc0e86128,24338002110,EVEKEO 10MG TABS,AMPHETAMINE SULFATE,Brand,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
cf6497ee-8a82-474b-be9d-6287a121f967,24338002610,EVEKEO 10MG TABS,AMPHETAMINE SULFATE,Brand,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
e4e5f78b-d7cf-4ca8-acbf-bd7ba5272e08,43547045810,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
c603c3b0-954a-4766-ad0c-2a4b57f60655,52536005910,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
217c585e-4209-41df-9844-abbd3df75af4,69238156401,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
50b46a41-615c-45e8-9825-6a76ca51edfb,69452022820,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
5a118b87-d938-4707-95dd-4049db4b351c,70010004101,AMPHETAMINE SULFATE 10MG TABS,AMPHETAMINE SULFATE,Generic,deactivated,NULL,NULL,100,10,TRUE,NULL,61100010100320
29ca3492-db52-4a44-b532-a6fceb3b4d01,59417010110,VYVANSE 10MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,10,TRUE,NULL,61100025100110
688cc81c-445b-4e81-aec2-cdda7a7e5f5c,16590092630,VYVANSE 20MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,20,TRUE,NULL,61100025100120
4ed01fc4-3e65-42e8-8b8f-a30a8a535b56,16590092660,VYVANSE 20MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,60,20,TRUE,NULL,61100025100120
d77b5f3c-8e1f-4abe-bb7a-c5ceb0181895,35356075130,VYVANSE 20MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,20,TRUE,NULL,61100025100120
a63c6f25-12d6-4408-8bf0-53046621ae43,59417010210,VYVANSE 20MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,20,TRUE,NULL,61100025100120
00924796-4d4a-4338-aa02-51df039f0cfc,54868591600,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,10,30,TRUE,NULL,61100025100130
21725e84-2b36-4fef-847d-f33943cc7320,54868591601,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,30,TRUE,NULL,61100025100130
d20f99d3-01fa-421b-81d5-c67d2dd7225b,16590092730,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,30,TRUE,NULL,61100025100130
efffc290-d8f1-4d15-9d84-8e916a9b4cc8,16590092760,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,60,30,TRUE,NULL,61100025100130
fadb20c3-eb77-4d7d-adba-0ffd5a499596,35356013400,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,100,30,TRUE,NULL,61100025100130
bbdb2584-8c95-4b5c-843f-108e2874ad42,59417010310,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,30,TRUE,NULL,61100025100130
061b7e26-1de4-43cf-9ae1-37306383967a,68258704203,VYVANSE 30MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,30,TRUE,NULL,61100025100130
f31f3423-e9a8-4dd4-a22e-32317ba245ed,54868600900,VYVANSE 40MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,10,40,TRUE,NULL,61100025100140
592bb568-60b3-4fa9-83bf-86a75db1fff4,54868600901,VYVANSE 40MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,40,TRUE,NULL,61100025100140
ac787b91-024f-41ba-af1c-bc43f91aa573,59417010410,VYVANSE 40MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,40,TRUE,NULL,61100025100140
4fd7f091-a012-457c-961c-fc4f052ca233,35356013500,VYVANSE 50MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,50,TRUE,NULL,61100025100150
cd30cbe2-0e6f-4d90-934e-bdd4741623a9,54868582700,VYVANSE 50MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,10,50,TRUE,NULL,61100025100150
2131aae2-d48f-42af-9e05-36961c04e802,54868582701,VYVANSE 50MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,50,TRUE,NULL,61100025100150
18be89ec-8548-4122-b214-dfe7ce6e2fc8,59417010510,VYVANSE 50MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,50,TRUE,NULL,61100025100150
5d88fa64-f56d-454e-8681-58e0eb84b649,59417010610,VYVANSE 60MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,60,TRUE,NULL,61100025100160
dc4b8c33-d3fc-4a02-89c3-e8827cd2f059,16590092830,VYVANSE 70MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,70,TRUE,NULL,61100025100170
9688d6c6-693c-4a14-a91c-2c9580bfec8d,16590092860,VYVANSE 70MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,60,70,TRUE,NULL,61100025100170
6c0dcb1f-2c0a-421c-b78a-38f7c3f1ca3b,54868365500,VYVANSE 70MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,10,70,TRUE,NULL,61100025100170
c67c0896-7ec4-4c95-886c-90788bce03a9,54868365501,VYVANSE 70MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,inactive,NULL,NULL,30,70,TRUE,NULL,61100025100170
57325c3c-ce27-4b70-93aa-1daab25dc581,59417010710,VYVANSE 70MG CAPS,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,70,TRUE,NULL,61100025100170
287140fc-4121-40a8-8128-c637af0f6874,59417011501,VYVANSE 10MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,10,TRUE,NULL,61100025100510
c5a15c8f-f60d-448b-a7c7-88f6ea7e0c80,59417011601,VYVANSE 20MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,20,TRUE,NULL,61100025100520
145b04b3-7ed7-4f2e-a6d5-bc78bf174fd8,59417011701,VYVANSE 30MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,30,TRUE,NULL,61100025100530
7d5da630-3549-46ce-97be-363a13e9351d,59417011801,VYVANSE 40MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,40,TRUE,NULL,61100025100540
0bfb2e9f-4e66-4066-b4c7-c1437f8974eb,59417011901,VYVANSE 50MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,50,TRUE,NULL,61100025100550
a579dae4-f46a-47c7-a25e-b1a9ace390bf,59417012001,VYVANSE 60MG CHEW,LISDEXAMFETAMINE DIMESYLATE,Brand,deactivated,NULL,NULL,100,60,TRUE,NULL,61100025100560
099eff8f-95e2-40cc-a40e-cc7f864a2ce7,31722015501,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,FALSE,NULL,61109902100305
10b40d21-67de-4d44-8956-9d90a54dcb21,72516001601,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,FALSE,NULL,61109902100305
b84785eb-c48f-41b5-8915-e2b6b8d32b5f,63629237901,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,FALSE,NULL,61109902100305
5c83c8a6-c0dd-4618-bc17-cad0ec6f2da8,47781017401,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,FALSE,NULL,61109902100305
2e6505e3-559b-4c2b-806d-0a1e3b92162a,185008401,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
43f57cde-f467-457e-a39d-4cb377d443fa,68084087495,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,1,5,FALSE,NULL,61109902100305
aba4f703-f87b-43cd-9e41-4d0b395664b6,185083101,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
5de49b87-accd-43ce-a2cb-84138a1ca1a0,228304611,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
8f187e8d-77c0-468f-a0fe-34b3b4618f54,378454101,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
290fa1a5-a178-4425-b30e-aafa5de8fd95,406889101,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
f8fff73d-791b-4b20-8b6d-15b431319d26,527150037,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
1edb15f9-8b61-4ea2-b40d-4c03555f72f0,555076202,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,100,5,TRUE,NULL,61109902100305
73f0191b-292e-4bf1-b872-3fdf5c01f965,555097102,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
73af7d9e-9946-4af5-a14d-00ca889c975b,11534019001,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
20237e08-4dd6-46e9-8079-bfb2fadc0d10,13107006801,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
9fa1bc8d-c523-473c-9a15-95a50c3d623a,16714080201,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
c3fcda2d-664a-49b2-829a-a8696acdb4a6,16714094801,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
d3bb3c7f-8367-4ad2-aa06-40408e9948a4,23490797303,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
6a38f058-b6cf-4952-b2b0-54f23f923788,35356063130,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
3846882e-6b9c-414e-a5f3-095abcb33be5,42806033901,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
323bed75-af94-4ad1-87c2-6332fdee876e,45963074311,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,TRUE,NULL,61109902100305
31c74f87-789c-4359-88cc-a45ed6a7d0ee,52343016001,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
3dd43d4f-438b-43c6-95e9-56a8c26ec6a7,54868397600,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,100,5,TRUE,NULL,61109902100305
d48bed42-5dbb-42a0-9f9b-042a99f60e71,54868463100,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,TRUE,NULL,61109902100305
34adaef1-0500-47ec-96a6-b5bc4155c93c,54868463101,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,20,5,TRUE,NULL,61109902100305
1e78251e-be6b-420a-b92b-b22b5d25cba2,54868463102,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
ad3b9f73-eb1d-4352-b11e-8c75b4f25119,54868463103,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,60,5,TRUE,NULL,61109902100305
5489abd9-19b3-46a9-ad11-4ba1512eacc4,55289070030,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,30,5,TRUE,NULL,61109902100305
4380f2d3-2425-4e50-9fcb-4f289d9c57e2,55289070060,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,60,5,TRUE,NULL,61109902100305
c49d7d81-f9fa-469e-891f-cdb4baea7d01,55289070090,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,90,5,TRUE,NULL,61109902100305
0f5e78b2-894d-4677-9e0e-ae30be3c73cd,57664064108,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
1a660184-2cf7-482e-b83f-32eb55536897,57844010501,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
ee8fb73d-f2ac-4648-bdf7-1838cfa6f025,57866393401,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
b2ce6e93-76ba-46d2-b20d-81b792401788,57866393402,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,90,5,TRUE,NULL,61109902100305
cf3452cf-c7b5-417c-9e2a-ba1c177c9504,63304090801,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,5,TRUE,NULL,61109902100305
f1b1d39b-3b96-4254-b9e5-b7c349118ad2,63629373201,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,60,5,TRUE,NULL,61109902100305
b95685ca-9985-4163-a60b-4c7e0a572a4e,64720013010,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
0e04fe8b-668d-44a4-9582-e4ec08f1fd00,68084087425,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,30,5,TRUE,NULL,61109902100305
05aa6732-d485-477f-b13f-33859a826880,68258701403,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
4db32a70-70e0-42e5-b391-378e207ac804,68258701406,ADDERALL 5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,60,5,TRUE,NULL,61109902100305
d2626c10-42d5-4e87-9fc7-e83673bda7ca,68258702503,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,30,5,TRUE,NULL,61109902100305
31dde350-e3a4-4cff-a2ef-891d3b6e56da,68258702506,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,60,5,TRUE,NULL,61109902100305
7fce896e-f32c-44be-a0f9-1afd2b35c281,68382095001,AMPHETAMINE-DEXTROAMPHETAMIN 5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,5,TRUE,NULL,61109902100305
b33bf16a-6154-4e99-90be-8f222966041a,31722015601,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,7.5,FALSE,NULL,61109902100307
c09cd81c-6a95-4c87-8d54-612566746b9c,63629237601,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,inactive,NULL,NULL,100,7.5,FALSE,NULL,61109902100307
fc93be87-0819-436a-91bb-a2ba320859c5,228304711,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
056122a7-9f2a-49c7-ab30-8041dbcf7029,378454201,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
ceefa5ec-e739-4fc6-a782-99cf5916d62b,406888401,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
358c0c9a-2a63-49d2-8877-5ed2124b0d27,527150137,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
3d5a1d33-f27d-44fd-816d-3fdbc01b3abf,555076302,ADDERALL 7.5MG TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Brand,inactive,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
453ad545-f9ac-449e-b4de-b741e403a0bf,555077502,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
93701f25-1cbd-41e2-84ff-c233ebb11aa9,11534019101,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
16382182-4248-4812-ab39-c1d240003fdf,16714080301,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
790f3ba9-0882-47dd-99e5-7fb46c7bc82a,16714094901,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
116187fb-2211-415e-b3ae-3439f5ca6ec8,52343016101,AMPHETAMINE-DEXTROAMPHETAM 7.5 TABS,AMPHETAMINE-DEXTROAMPHETAMINE,Generic,deactivated,NULL,NULL,100,7.5,TRUE,NULL,61109902100307
